entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,merge,notes
OCC_2fff9f5f7342,ESCO,OCC_0553eba7a386,NOC,skos:relatedMatch,0.6564,embed:0.66,auto,,performance rental technician <> Information systems testing technicians
OCC_2fff9f5f7342,ESCO,OCC_794a07006307,NOC,skos:relatedMatch,0.6385,embed:0.64,auto,,performance rental technician <> Computer network and web technicians
OCC_2fff9f5f7342,ESCO,OCC_0955575601a0,NOC,skos:relatedMatch,0.6369,embed:0.64,auto,,performance rental technician <> User support technicians
OCC_2fff9f5f7342,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6123,embed:0.61,auto,,performance rental technician <> Computer engineers (except software engineers and designers)
OCC_2fff9f5f7342,ESCO,OCC_11ba48109f61,NOC,skos:relatedMatch,0.6101,embed:0.61,auto,,performance rental technician <> Software developers and programmers
OCC_697bbd77a746,ESCO,OCC_e9792b3b8a2b,NOC,skos:closeMatch,0.7808,embed:0.78,auto,,ICT business analysis manager <> Business systems specialists
OCC_697bbd77a746,ESCO,OCC_4060d96748a0,NOC,skos:closeMatch,0.7273,embed:0.73,auto,,ICT business analysis manager <> Information systems specialists
OCC_697bbd77a746,ESCO,OCC_77dfa03404a8,NOC,skos:closeMatch,0.7163,embed:0.72,auto,,ICT business analysis manager <> Computer and information systems managers
OCC_697bbd77a746,ESCO,OCC_3d3f23f196d1,NOC,skos:relatedMatch,0.6909,embed:0.69,auto,,ICT business analysis manager <> Database analysts and data administrators
OCC_697bbd77a746,ESCO,OCC_f2a71e8a4b5a,NOC,skos:relatedMatch,0.6813,embed:0.68,auto,,ICT business analysis manager <> Cybersecurity specialists
OCC_a0619cde9492,ESCO,OCC_0955575601a0,NOC,skos:relatedMatch,0.5939,embed:0.59,auto,,boom operator <> User support technicians
OCC_a0619cde9492,ESCO,OCC_794a07006307,NOC,skos:relatedMatch,0.5809,embed:0.58,auto,,boom operator <> Computer network and web technicians
OCC_a0619cde9492,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.5673,embed:0.57,auto,,boom operator <> Computer engineers (except software engineers and designers)
OCC_a0619cde9492,ESCO,OCC_11ba48109f61,NOC,skos:relatedMatch,0.5643,embed:0.56,auto,,boom operator <> Software developers and programmers
OCC_a0619cde9492,ESCO,OCC_98f63450c5da,NOC,skos:relatedMatch,0.5372,embed:0.54,auto,,boom operator <> Computer systems developers and programmers
OCC_3e265a77afe1,ESCO,OCC_0553eba7a386,NOC,skos:closeMatch,0.7692,embed:0.77,auto,,ICT accessibility tester <> Information systems testing technicians
OCC_3e265a77afe1,ESCO,OCC_4060d96748a0,NOC,skos:relatedMatch,0.6628,embed:0.66,auto,,ICT accessibility tester <> Information systems specialists
OCC_3e265a77afe1,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6624,embed:0.66,auto,,ICT accessibility tester <> Computer engineers (except software engineers and designers)
OCC_3e265a77afe1,ESCO,OCC_9111ae8af624,NOC,skos:relatedMatch,0.6619,embed:0.66,auto,,ICT accessibility tester <> Web designers
OCC_3e265a77afe1,ESCO,OCC_11ba48109f61,NOC,skos:relatedMatch,0.6533,embed:0.65,auto,,ICT accessibility tester <> Software developers and programmers
OCC_b46ed0bc22d0,ESCO,OCC_0553eba7a386,NOC,skos:closeMatch,0.85,alt_match+embed:0.84,auto,,ICT system tester <> Information systems testing technicians
OCC_b46ed0bc22d0,ESCO,OCC_2e1e466b0505,NOC,skos:closeMatch,0.7383,embed:0.74,auto,,ICT system tester <> Computer engineers (except software engineers and designers)
OCC_b46ed0bc22d0,ESCO,OCC_98f63450c5da,NOC,skos:closeMatch,0.731,embed:0.73,auto,,ICT system tester <> Computer systems developers and programmers
OCC_b46ed0bc22d0,ESCO,OCC_e9792b3b8a2b,NOC,skos:closeMatch,0.7239,embed:0.72,auto,,ICT system tester <> Business systems specialists
OCC_b46ed0bc22d0,ESCO,OCC_4060d96748a0,NOC,skos:closeMatch,0.723,embed:0.72,auto,,ICT system tester <> Information systems specialists
OCC_47055aec8572,ESCO,OCC_98f63450c5da,NOC,skos:closeMatch,0.8452,embed:0.85,auto,,embedded systems software developer <> Computer systems developers and programmers
OCC_47055aec8572,ESCO,OCC_11ba48109f61,NOC,skos:closeMatch,0.8353,embed:0.84,auto,,embedded systems software developer <> Software developers and programmers
OCC_47055aec8572,ESCO,OCC_7892d9c0b620,NOC,skos:closeMatch,0.8263,embed:0.83,auto,,embedded systems software developer <> Software engineers and designers
OCC_47055aec8572,ESCO,OCC_67a5290e6732,NOC,skos:closeMatch,0.7767,embed:0.78,auto,,embedded systems software developer <> Web developers and programmers
OCC_47055aec8572,ESCO,OCC_2e1e466b0505,NOC,skos:closeMatch,0.7127,embed:0.71,auto,,embedded systems software developer <> Computer engineers (except software engineers and designers)
OCC_8d3f855bfe60,ESCO,OCC_77dfa03404a8,NOC,skos:closeMatch,0.7075,embed:0.71,auto,,aviation data communications manager <> Computer and information systems managers
OCC_8d3f855bfe60,ESCO,OCC_3d3f23f196d1,NOC,skos:relatedMatch,0.6942,embed:0.69,auto,,aviation data communications manager <> Database analysts and data administrators
OCC_8d3f855bfe60,ESCO,OCC_794a07006307,NOC,skos:relatedMatch,0.6717,embed:0.67,auto,,aviation data communications manager <> Computer network and web technicians
OCC_8d3f855bfe60,ESCO,OCC_e053f9b6d813,NOC,skos:relatedMatch,0.6715,embed:0.67,auto,,aviation data communications manager <> Data scientists
OCC_8d3f855bfe60,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6557,embed:0.66,auto,,aviation data communications manager <> Computer engineers (except software engineers and designers)
OCC_59802a0ba34e,ESCO,OCC_0553eba7a386,NOC,skos:closeMatch,0.7927,embed:0.79,auto,,ICT usability tester <> Information systems testing technicians
OCC_59802a0ba34e,ESCO,OCC_11ba48109f61,NOC,skos:relatedMatch,0.6992,embed:0.70,auto,,ICT usability tester <> Software developers and programmers
OCC_59802a0ba34e,ESCO,OCC_4060d96748a0,NOC,skos:relatedMatch,0.6953,embed:0.70,auto,,ICT usability tester <> Information systems specialists
OCC_59802a0ba34e,ESCO,OCC_98f63450c5da,NOC,skos:relatedMatch,0.6866,embed:0.69,auto,,ICT usability tester <> Computer systems developers and programmers
OCC_59802a0ba34e,ESCO,OCC_0955575601a0,NOC,skos:relatedMatch,0.6805,embed:0.68,auto,,ICT usability tester <> User support technicians
OCC_54342b02bcc0,ESCO,OCC_77dfa03404a8,NOC,skos:closeMatch,0.7136,embed:0.71,auto,,ICT documentation manager <> Computer and information systems managers
OCC_54342b02bcc0,ESCO,OCC_3d3f23f196d1,NOC,skos:relatedMatch,0.666,embed:0.67,auto,,ICT documentation manager <> Database analysts and data administrators
OCC_54342b02bcc0,ESCO,OCC_4060d96748a0,NOC,skos:relatedMatch,0.6441,embed:0.64,auto,,ICT documentation manager <> Information systems specialists
OCC_54342b02bcc0,ESCO,OCC_0553eba7a386,NOC,skos:relatedMatch,0.6429,embed:0.64,auto,,ICT documentation manager <> Information systems testing technicians
OCC_54342b02bcc0,ESCO,OCC_67a5290e6732,NOC,skos:relatedMatch,0.6253,embed:0.63,auto,,ICT documentation manager <> Web developers and programmers
OCC_f609b6bc11bf,ESCO,OCC_794a07006307,NOC,skos:closeMatch,0.8512,embed:0.85,auto,,ICT network technician <> Computer network and web technicians
OCC_f609b6bc11bf,ESCO,OCC_2e1e466b0505,NOC,skos:closeMatch,0.7814,embed:0.78,auto,,ICT network technician <> Computer engineers (except software engineers and designers)
OCC_f609b6bc11bf,ESCO,OCC_f2a71e8a4b5a,NOC,skos:closeMatch,0.7302,embed:0.73,auto,,ICT network technician <> Cybersecurity specialists
OCC_f609b6bc11bf,ESCO,OCC_0553eba7a386,NOC,skos:closeMatch,0.7133,embed:0.71,auto,,ICT network technician <> Information systems testing technicians
OCC_f609b6bc11bf,ESCO,OCC_0955575601a0,NOC,skos:closeMatch,0.7091,embed:0.71,auto,,ICT network technician <> User support technicians
OCC_af0b4023ea6c,ESCO,OCC_11ba48109f61,NOC,skos:closeMatch,0.7602,embed:0.76,auto,,IoT developer <> Software developers and programmers
OCC_af0b4023ea6c,ESCO,OCC_67a5290e6732,NOC,skos:closeMatch,0.7212,embed:0.72,auto,,IoT developer <> Web developers and programmers
OCC_af0b4023ea6c,ESCO,OCC_7892d9c0b620,NOC,skos:closeMatch,0.7202,embed:0.72,auto,,IoT developer <> Software engineers and designers
OCC_af0b4023ea6c,ESCO,OCC_e053f9b6d813,NOC,skos:closeMatch,0.7084,embed:0.71,auto,,IoT developer <> Data scientists
OCC_af0b4023ea6c,ESCO,OCC_98f63450c5da,NOC,skos:closeMatch,0.7067,embed:0.71,auto,,IoT developer <> Computer systems developers and programmers
OCC_9f67438781d4,ESCO,OCC_98f63450c5da,NOC,skos:closeMatch,0.7336,embed:0.73,auto,,numerical tool and process control programmer <> Computer systems developers and programmers
OCC_9f67438781d4,ESCO,OCC_11ba48109f61,NOC,skos:closeMatch,0.7285,embed:0.73,auto,,numerical tool and process control programmer <> Software developers and programmers
OCC_9f67438781d4,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6593,embed:0.66,auto,,numerical tool and process control programmer <> Computer engineers (except software engineers and designers)
OCC_9f67438781d4,ESCO,OCC_77dfa03404a8,NOC,skos:relatedMatch,0.6482,embed:0.65,auto,,numerical tool and process control programmer <> Computer and information systems managers
OCC_9f67438781d4,ESCO,OCC_7892d9c0b620,NOC,skos:relatedMatch,0.6473,embed:0.65,auto,,numerical tool and process control programmer <> Software engineers and designers
OCC_106b6f022c02,ESCO,OCC_4060d96748a0,NOC,skos:closeMatch,0.7228,embed:0.72,auto,,ICT research consultant <> Information systems specialists
OCC_106b6f022c02,ESCO,OCC_f2a71e8a4b5a,NOC,skos:closeMatch,0.7126,embed:0.71,auto,,ICT research consultant <> Cybersecurity specialists
OCC_106b6f022c02,ESCO,OCC_e053f9b6d813,NOC,skos:relatedMatch,0.69,embed:0.69,auto,,ICT research consultant <> Data scientists
OCC_106b6f022c02,ESCO,OCC_e9792b3b8a2b,NOC,skos:relatedMatch,0.6803,embed:0.68,auto,,ICT research consultant <> Business systems specialists
OCC_106b6f022c02,ESCO,OCC_0955575601a0,NOC,skos:relatedMatch,0.6599,embed:0.66,auto,,ICT research consultant <> User support technicians
OCC_dfd91b9dccd4,ESCO,OCC_794a07006307,NOC,skos:relatedMatch,0.6745,embed:0.67,auto,,camera operator <> Computer network and web technicians
OCC_dfd91b9dccd4,ESCO,OCC_11ba48109f61,NOC,skos:relatedMatch,0.6336,embed:0.63,auto,,camera operator <> Software developers and programmers
OCC_dfd91b9dccd4,ESCO,OCC_0955575601a0,NOC,skos:relatedMatch,0.6262,embed:0.63,auto,,camera operator <> User support technicians
OCC_dfd91b9dccd4,ESCO,OCC_98f63450c5da,NOC,skos:relatedMatch,0.612,embed:0.61,auto,,camera operator <> Computer systems developers and programmers
OCC_dfd91b9dccd4,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6028,embed:0.60,auto,,camera operator <> Computer engineers (except software engineers and designers)
OCC_7c028d934ec6,ESCO,OCC_4060d96748a0,NOC,skos:closeMatch,0.7514,embed:0.75,auto,,data quality specialist <> Information systems specialists
OCC_7c028d934ec6,ESCO,OCC_e053f9b6d813,NOC,skos:closeMatch,0.7196,embed:0.72,auto,,data quality specialist <> Data scientists
OCC_7c028d934ec6,ESCO,OCC_e9792b3b8a2b,NOC,skos:closeMatch,0.7069,embed:0.71,auto,,data quality specialist <> Business systems specialists
OCC_7c028d934ec6,ESCO,OCC_3d3f23f196d1,NOC,skos:relatedMatch,0.697,embed:0.70,auto,,data quality specialist <> Database analysts and data administrators
OCC_7c028d934ec6,ESCO,OCC_f2a71e8a4b5a,NOC,skos:relatedMatch,0.6831,embed:0.68,auto,,data quality specialist <> Cybersecurity specialists
OCC_f51eb1bf5014,ESCO,OCC_77dfa03404a8,NOC,skos:relatedMatch,0.6942,embed:0.69,auto,,digital transformation manager <> Computer and information systems managers
OCC_f51eb1bf5014,ESCO,OCC_67a5290e6732,NOC,skos:relatedMatch,0.667,embed:0.67,auto,,digital transformation manager <> Web developers and programmers
OCC_f51eb1bf5014,ESCO,OCC_3d3f23f196d1,NOC,skos:relatedMatch,0.6431,embed:0.64,auto,,digital transformation manager <> Database analysts and data administrators
OCC_f51eb1bf5014,ESCO,OCC_11ba48109f61,NOC,skos:relatedMatch,0.6349,embed:0.63,auto,,digital transformation manager <> Software developers and programmers
OCC_f51eb1bf5014,ESCO,OCC_e9792b3b8a2b,NOC,skos:relatedMatch,0.6315,embed:0.63,auto,,digital transformation manager <> Business systems specialists
OCC_23fda8338d1e,ESCO,OCC_0553eba7a386,NOC,skos:closeMatch,0.794,embed:0.79,auto,,ICT integration tester <> Information systems testing technicians
OCC_23fda8338d1e,ESCO,OCC_98f63450c5da,NOC,skos:relatedMatch,0.6706,embed:0.67,auto,,ICT integration tester <> Computer systems developers and programmers
OCC_23fda8338d1e,ESCO,OCC_4060d96748a0,NOC,skos:relatedMatch,0.6641,embed:0.66,auto,,ICT integration tester <> Information systems specialists
OCC_23fda8338d1e,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6599,embed:0.66,auto,,ICT integration tester <> Computer engineers (except software engineers and designers)
OCC_23fda8338d1e,ESCO,OCC_e9792b3b8a2b,NOC,skos:relatedMatch,0.6505,embed:0.65,auto,,ICT integration tester <> Business systems specialists
OCC_e25ca0e0dbaa,ESCO,OCC_794a07006307,NOC,skos:relatedMatch,0.6898,embed:0.69,auto,,audio-visual technician <> Computer network and web technicians
OCC_e25ca0e0dbaa,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.659,embed:0.66,auto,,audio-visual technician <> Computer engineers (except software engineers and designers)
OCC_e25ca0e0dbaa,ESCO,OCC_0955575601a0,NOC,skos:relatedMatch,0.6589,embed:0.66,auto,,audio-visual technician <> User support technicians
OCC_e25ca0e0dbaa,ESCO,OCC_11ba48109f61,NOC,skos:relatedMatch,0.6499,embed:0.65,auto,,audio-visual technician <> Software developers and programmers
OCC_e25ca0e0dbaa,ESCO,OCC_0553eba7a386,NOC,skos:relatedMatch,0.6481,embed:0.65,auto,,audio-visual technician <> Information systems testing technicians
OCC_65c02430a9d6,ESCO,OCC_4060d96748a0,NOC,skos:closeMatch,0.7346,embed:0.73,auto,,ICT auditor manager <> Information systems specialists
OCC_65c02430a9d6,ESCO,OCC_77dfa03404a8,NOC,skos:closeMatch,0.7078,embed:0.71,auto,,ICT auditor manager <> Computer and information systems managers
OCC_65c02430a9d6,ESCO,OCC_f2a71e8a4b5a,NOC,skos:closeMatch,0.7044,embed:0.70,auto,,ICT auditor manager <> Cybersecurity specialists
OCC_65c02430a9d6,ESCO,OCC_0553eba7a386,NOC,skos:relatedMatch,0.6985,embed:0.70,auto,,ICT auditor manager <> Information systems testing technicians
OCC_65c02430a9d6,ESCO,OCC_e9792b3b8a2b,NOC,skos:relatedMatch,0.6804,embed:0.68,auto,,ICT auditor manager <> Business systems specialists
OCC_68dccaf6a895,ESCO,OCC_f2a71e8a4b5a,NOC,skos:closeMatch,0.85,alt_match+embed:0.73,auto,,ethical hacker <> Cybersecurity specialists
OCC_68dccaf6a895,ESCO,OCC_0553eba7a386,NOC,skos:closeMatch,0.7213,embed:0.72,auto,,ethical hacker <> Information systems testing technicians
OCC_68dccaf6a895,ESCO,OCC_4060d96748a0,NOC,skos:relatedMatch,0.6932,embed:0.69,auto,,ethical hacker <> Information systems specialists
OCC_68dccaf6a895,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6914,embed:0.69,auto,,ethical hacker <> Computer engineers (except software engineers and designers)
OCC_68dccaf6a895,ESCO,OCC_98f63450c5da,NOC,skos:relatedMatch,0.6847,embed:0.68,auto,,ethical hacker <> Computer systems developers and programmers
OCC_9113c1374afd,ESCO,OCC_f2a71e8a4b5a,NOC,skos:closeMatch,0.85,alt_match+embed:0.84,auto,,cybersecurity risk manager <> Cybersecurity specialists
OCC_9113c1374afd,ESCO,OCC_4060d96748a0,NOC,skos:closeMatch,0.759,embed:0.76,auto,,cybersecurity risk manager <> Information systems specialists
OCC_9113c1374afd,ESCO,OCC_77dfa03404a8,NOC,skos:closeMatch,0.758,embed:0.76,auto,,cybersecurity risk manager <> Computer and information systems managers
OCC_9113c1374afd,ESCO,OCC_e9792b3b8a2b,NOC,skos:closeMatch,0.7259,embed:0.73,auto,,cybersecurity risk manager <> Business systems specialists
OCC_9113c1374afd,ESCO,OCC_794a07006307,NOC,skos:relatedMatch,0.6997,embed:0.70,auto,,cybersecurity risk manager <> Computer network and web technicians
OCC_02a46f9d3b88,ESCO,OCC_7892d9c0b620,NOC,skos:closeMatch,0.85,alt_match+embed:0.78,auto,,cloud software developer <> Software engineers and designers
OCC_02a46f9d3b88,ESCO,OCC_11ba48109f61,NOC,skos:closeMatch,0.7617,embed:0.76,auto,,cloud software developer <> Software developers and programmers
OCC_02a46f9d3b88,ESCO,OCC_77dfa03404a8,NOC,skos:closeMatch,0.7427,embed:0.74,auto,,cloud software developer <> Computer and information systems managers
OCC_02a46f9d3b88,ESCO,OCC_98f63450c5da,NOC,skos:closeMatch,0.7273,embed:0.73,auto,,cloud software developer <> Computer systems developers and programmers
OCC_02a46f9d3b88,ESCO,OCC_4060d96748a0,NOC,skos:closeMatch,0.7123,embed:0.71,auto,,cloud software developer <> Information systems specialists
OCC_04bac78229be,ESCO,OCC_e9792b3b8a2b,NOC,skos:relatedMatch,0.6394,embed:0.64,auto,,blockchain architect <> Business systems specialists
OCC_04bac78229be,ESCO,OCC_3d3f23f196d1,NOC,skos:relatedMatch,0.6273,embed:0.63,auto,,blockchain architect <> Database analysts and data administrators
OCC_04bac78229be,ESCO,OCC_7892d9c0b620,NOC,skos:relatedMatch,0.6176,embed:0.62,auto,,blockchain architect <> Software engineers and designers
OCC_04bac78229be,ESCO,OCC_4060d96748a0,NOC,skos:relatedMatch,0.6113,embed:0.61,auto,,blockchain architect <> Information systems specialists
OCC_04bac78229be,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.5981,embed:0.60,auto,,blockchain architect <> Computer engineers (except software engineers and designers)
OCC_5240fa0b028e,ESCO,OCC_9111ae8af624,NOC,skos:closeMatch,0.7055,embed:0.71,auto,,sound designer <> Web designers
OCC_5240fa0b028e,ESCO,OCC_11ba48109f61,NOC,skos:relatedMatch,0.6688,embed:0.67,auto,,sound designer <> Software developers and programmers
OCC_5240fa0b028e,ESCO,OCC_7892d9c0b620,NOC,skos:relatedMatch,0.6554,embed:0.66,auto,,sound designer <> Software engineers and designers
OCC_5240fa0b028e,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6441,embed:0.64,auto,,sound designer <> Computer engineers (except software engineers and designers)
OCC_5240fa0b028e,ESCO,OCC_67a5290e6732,NOC,skos:relatedMatch,0.6117,embed:0.61,auto,,sound designer <> Web developers and programmers
OCC_161685225dd0,ESCO,OCC_77dfa03404a8,NOC,skos:closeMatch,0.737,embed:0.74,auto,,chief technology officer <> Computer and information systems managers
OCC_161685225dd0,ESCO,OCC_98f63450c5da,NOC,skos:relatedMatch,0.6863,embed:0.69,auto,,chief technology officer <> Computer systems developers and programmers
OCC_161685225dd0,ESCO,OCC_e9792b3b8a2b,NOC,skos:relatedMatch,0.6857,embed:0.69,auto,,chief technology officer <> Business systems specialists
OCC_161685225dd0,ESCO,OCC_7892d9c0b620,NOC,skos:relatedMatch,0.684,embed:0.68,auto,,chief technology officer <> Software engineers and designers
OCC_161685225dd0,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6831,embed:0.68,auto,,chief technology officer <> Computer engineers (except software engineers and designers)
OCC_16f26aba6fcc,ESCO,OCC_77dfa03404a8,NOC,skos:closeMatch,0.7739,embed:0.77,auto,,ICT information and knowledge manager <> Computer and information systems managers
OCC_16f26aba6fcc,ESCO,OCC_f2a71e8a4b5a,NOC,skos:closeMatch,0.7189,embed:0.72,auto,,ICT information and knowledge manager <> Cybersecurity specialists
OCC_16f26aba6fcc,ESCO,OCC_4060d96748a0,NOC,skos:closeMatch,0.7164,embed:0.72,auto,,ICT information and knowledge manager <> Information systems specialists
OCC_16f26aba6fcc,ESCO,OCC_2e1e466b0505,NOC,skos:relatedMatch,0.6834,embed:0.68,auto,,ICT information and knowledge manager <> Computer engineers (except software engineers and designers)
