unified_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,hard_soft,it_subtype,sources,member_entity_ids,wikidata_qid,wikidata_url,wikidata_description,description,description_source
USKL_ea9a1fa1de37,aquaculture production planning software,logiciel de planification pour la production aquacole,kinds of aquaculture production planning software | types of fish farming software | typology of aquaculture production planning software | types of aquaculture production planning software | typology of fish farming software | kinds of fish farming software | range of aquaculture production planning software | range of fish farming software,logiciel de planification pour la production aquicole,hard,programming_languages,ESCO,SKL_ae8ebf988f5c,,,,The functioning principles and usage of a software dedicated to the planning of aquculture production.,source
USKL_34d022e6830c,develop geological databases,créer des bases de données géologiques,create geological databases | developing of geological databases | geological database development | creating geological databases | geological database creation | development of geological databases | creating of geological databases | creation of geological databases | developing geological databases,,hard,data_databases,ESCO,SKL_af618b80218b,,,,Develop geological databases in order to acquire and organise information.,source
USKL_a5a8a3a308a8,distributed ledger technologies consensus protocols,protocoles de consensus pour les technologies de registres distribués,consensus protocols of distributed ledger technologies,protocoles de consensus des technologies de registre distribué | protocoles consensuels des technologies des registres distribués,hard,emerging_tech,ESCO,SKL_93ac48a36c81,,,,"The knowledge of essential blockchain consensus protocols including Proof-of-Work (PoW), Proof-of-Stake (PoS), Delegated Proof-of-Stake (DPoS), Practical Byzantine Fault Tolerance (pBFT).",source
USKL_e17fdf17ae27,follow directions of the artistic director,suivre les consignes d’un directeur artistique,following directions of the artistic director | implement directions of the artistic director | follow direction of the artistic director | respect directions of the artistic director | obey directions of the artistic director,,hard,other_hard,ESCO,SKL_ccd8df372d91,,,,Follow the instructions of the director while understanding his creative vision.,source
USKL_fadf88f76751,THC Hydra,THC Hydra,Hydra | Hydra parallelized network login tool,,hard,knowledge_general,ESCO,SKL_21b88a75c61d,,,,The package THC Hydra is a parallelized login cracker which tests security weaknesses of the systems' protocols for potentially unauthorised access to system information. The main features include network logon cracker and passwords reading and printing.,source
USKL_d2fd1b3589c8,audiovisual products,produits audiovisuels,AV products | audio-visual product,,hard,knowledge_general,ESCO,SKL_08e5feed4c87,,,,"The different types of audiovisual products and their requirements, such as documentaries, low budget movies, television series, records, CDs, and others.",source
USKL_95441a64cab3,oversee development of software,superviser le développement d’un logiciel,oversee development of applications | coordinate development of applications | monitor development of software | manage the development of a software | coordinate development of software,,hard,programming_languages,ESCO,SKL_f481a9c7d3e1,,,,"Organise, plan and supervise the development of the applications and frameworks in order to create a software product, from the earliest planning stages to the final product test.",source
USKL_171379b5a44a,Virtual Reality,réalité virtuelle,virtual reality | digital environment virtual reality | virtual reality systems | digital environment life experiences simulation | virtual reality simulation process | simulated reality,,hard,emerging_tech,CSO | ESCO | KAGGLE | LIGHTCAST,SKL_2b8b54cc1540 | SKL_5a101819d8d8 | SKL_aa3d4fb4a9d1 | SKL_d7f07ea5bd39,,,,The process of simulating real-life experiences in a completely immersive digital environment. The user interacts with the virtual reality system via devices such as specifically designed headsets.,source
USKL_e59eda700409,monitor automated machines,superviser des machines automatiques,oversee automated machines | oversee automatic machinery | supervise automated machines | watch over automatic machinery | supervise automatic machinery | watch over automated machines | audit automatic machinery | audit automated machines,,hard,other_hard,ESCO,SKL_08ff0222cd57,,,,"Continuously check up on the automated machine's set-up and execution or make regular control rounds. If necessary, record and interpret data on the operating conditions of installations and equipment in order to identify abnormalities.",source
USKL_c49f3e245d08,Oracle Data Integrator,Oracle Data Integrator,ODI | Oracle Data Service Integrator,ODI,hard,data_databases,ESCO | LIGHTCAST | ONET,SKL_68dfd82aaaf3 | SKL_73f840d928fa | SKL_c20544c221a8,Q18154822,https://www.wikidata.org/wiki/Q18154822,software used in data transformation,"The computer program Oracle Data Integrator is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Oracle.",source
USKL_1259832c55fd,particle animation,animation par un système de particules,particle animation software | particles movement simulation | particle simulation software | particle based animation,,hard,knowledge_general,ESCO,SKL_9226b0aa35ec,,,,"The field of particle animation, an animation technique in which large numbers of graphic objects are used to simulate phenomena, such as flames and explosions and 'fuzzy phenomena' that are difficult to reproduce using conventional rendering methods.",source
USKL_91d0afbffd0e,inform on workplace safety standards,informer sur les normes de sécurité sur le lieu de travail,inform on safety standards | share safety standards | communicate safety standards raise awareness of safety standards | pass along safety standards | draw attention to safety standards | safety standards informing | informing on safety standards,informer sur les normes de sécurité | attirer l'attention sur les normes de sécurité | respecter les normes de sécurité | informer sur les normes de sécurité par rapport au travail,hard,other_hard,ESCO,SKL_523392841f59,,,,"Inform managers and staff regarding workplace health and safety standards, especially in the case of dangerous environments, such as in the construction or mining industry.",source
